;Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PerformanceRating;RelationshipSatisfaction;TotalWorkingYears;TrainingTimesLastYear;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
184;53;No;Travel_Rarely;Research & Development;13;2;Medical;4;Female;4;Manufacturing Director;1;Divorced;4450;1;No;3;3;5;3;4;2;1;3
185;33;No;Travel_Rarely;Research & Development;14;3;Medical;4;Female;3;Research Scientist;2;Married;2756;1;No;3;4;8;5;8;7;1;6
186;40;No;Travel_Rarely;Research & Development;4;1;Medical;4;Female;3;Manager;3;Married;19033;1;No;3;2;21;2;20;8;9;9
187;55;No;Travel_Rarely;Research & Development;14;4;Medical;3;Male;4;Research Director;2;Single;18722;8;No;3;4;36;3;24;15;2;15
188;34;No;Travel_Frequently;Research & Development;2;1;Life Sciences;4;Male;2;Manufacturing Director;3;Married;9547;1;No;3;3;10;2;10;9;1;9
189;51;No;Travel_Rarely;Research & Development;3;3;Medical;4;Female;3;Healthcare Representative;2;Single;13734;3;No;3;3;21;6;7;7;1;0
190;52;No;Travel_Rarely;Research & Development;1;4;Life Sciences;3;Male;2;Manager;3;Married;19999;0;No;3;1;34;5;33;18;11;9
191;27;No;Travel_Rarely;Research & Development;9;3;Medical;4;Female;3;Research Scientist;2;Single;2279;1;No;3;4;7;2;7;7;0;3
192;35;Yes;Travel_Rarely;Research & Development;23;2;Life Sciences;2;Male;2;Manufacturing Director;3;Married;5916;3;Yes;3;1;8;1;1;0;0;1
193;43;No;Non-Travel;Research & Development;7;3;Medical;4;Male;4;Research Scientist;4;Divorced;2089;4;No;3;4;7;3;5;4;2;2
194;45;No;Non-Travel;Research & Development;2;2;Medical;1;Male;2;Manager;4;Married;16792;9;No;4;4;22;1;20;8;11;8
195;37;No;Travel_Rarely;Research & Development;21;3;Life Sciences;2;Male;4;Research Scientist;1;Married;3564;1;Yes;3;1;8;3;8;7;1;7
196;35;No;Travel_Frequently;Research & Development;2;3;Medical;2;Female;3;Laboratory Technician;2;Single;4425;5;No;3;4;10;5;6;2;1;2
197;42;No;Non-Travel;Research & Development;21;2;Medical;3;Female;3;Manufacturing Director;3;Divorced;5265;2;No;3;2;11;5;5;3;0;2
198;38;No;Travel_Rarely;Research & Development;2;4;Life Sciences;4;Male;3;Manufacturing Director;3;Married;6553;9;No;3;2;14;3;1;0;0;0
199;38;No;Travel_Rarely;Research & Development;29;3;Technical Degree;4;Male;3;Manufacturing Director;4;Married;6261;3;No;3;1;9;3;7;7;1;7
200;27;No;Travel_Frequently;Research & Development;1;1;Technical Degree;3;Male;2;Manufacturing Director;1;Married;4298;5;No;3;3;6;1;2;2;2;0
201;49;No;Non-Travel;Research & Development;18;4;Life Sciences;4;Male;3;Manufacturing Director;4;Divorced;6804;1;Yes;3;1;7;0;7;7;1;7
202;34;No;Travel_Frequently;Research & Development;10;4;Medical;4;Male;3;Research Scientist;3;Divorced;3815;1;Yes;3;4;5;4;5;3;2;0
203;40;No;Travel_Rarely;Research & Development;19;2;Medical;3;Male;3;Laboratory Technician;4;Married;2741;8;Yes;3;3;15;2;7;2;3;7
204;38;Yes;Travel_Rarely;Research & Development;29;1;Medical;2;Male;3;Healthcare Representative;1;Married;6673;7;Yes;3;2;17;2;1;0;0;0
205;29;Yes;Travel_Rarely;Sales;27;3;Marketing;2;Female;3;Sales Executive;4;Married;7639;1;No;4;4;10;3;10;4;1;9
206;22;No;Travel_Rarely;Research & Development;5;3;Life Sciences;4;Male;4;Research Scientist;2;Divorced;2328;1;Yes;3;1;4;2;4;2;2;2
207;36;No;Travel_Frequently;Research & Development;18;1;Medical;2;Female;3;Laboratory Technician;4;Single;2153;1;No;3;1;8;2;8;1;1;7
208;40;No;Non-Travel;Research & Development;9;5;Life Sciences;4;Male;2;Healthcare Representative;4;Married;4876;9;No;3;4;5;5;3;2;0;2
209;46;No;Travel_Rarely;Research & Development;1;4;Medical;4;Male;3;Healthcare Representative;1;Divorced;9396;7;No;3;3;17;3;4;2;0;3
210;32;Yes;Travel_Rarely;Sales;4;4;Medical;4;Male;1;Sales Executive;4;Married;10400;1;No;3;3;14;2;14;8;9;8
211;30;No;Non-Travel;Research & Development;1;1;Life Sciences;3;Male;2;Manufacturing Director;3;Single;8474;1;No;4;3;12;2;11;8;5;8
212;27;No;Travel_Frequently;Sales;20;3;Life Sciences;4;Female;3;Sales Executive;3;Single;9981;1;No;3;4;7;2;7;7;0;7
213;51;No;Travel_Rarely;Research & Development;8;4;Life Sciences;2;Male;2;Research Director;2;Married;12490;5;No;3;4;16;5;10;9;4;7
214;30;Yes;Travel_Rarely;Research & Development;3;3;Technical Degree;4;Female;3;Research Scientist;1;Single;2657;5;Yes;3;3;8;5;5;2;0;4
215;41;No;Travel_Rarely;Sales;6;3;Life Sciences;4;Female;3;Manager;4;Single;13591;3;Yes;3;3;16;3;1;0;0;0
216;30;Yes;Travel_Frequently;Sales;26;4;Marketing;3;Female;2;Sales Executive;1;Single;6696;5;No;3;3;9;5;6;3;0;1
217;29;Yes;Travel_Rarely;Research & Development;1;3;Technical Degree;3;Male;3;Research Scientist;3;Single;2058;0;No;3;4;7;1;6;2;1;5
218;45;No;Non-Travel;Sales;6;3;Medical;4;Female;2;Sales Executive;4;Single;8865;6;No;3;4;23;2;19;7;12;8
219;54;No;Travel_Rarely;Sales;3;3;Marketing;4;Female;3;Sales Executive;1;Married;5940;2;No;3;4;16;4;6;2;0;5
220;36;No;Travel_Rarely;Research & Development;5;2;Life Sciences;4;Male;3;Laboratory Technician;2;Single;5914;8;No;3;4;16;3;13;11;3;7
221;33;No;Travel_Rarely;Research & Development;4;4;Medical;3;Female;2;Research Scientist;2;Married;2622;6;No;4;4;7;3;3;2;1;1
222;37;No;Travel_Frequently;Research & Development;11;3;Other;2;Male;3;Research Director;4;Divorced;12185;1;Yes;3;3;10;1;10;8;0;7
223;38;No;Travel_Rarely;Sales;3;3;Life Sciences;1;Male;3;Sales Executive;3;Divorced;10609;0;No;3;3;17;6;16;10;5;13
224;31;No;Non-Travel;Research & Development;1;4;Medical;3;Male;1;Manufacturing Director;3;Married;4345;0;No;3;4;6;2;5;4;1;4
225;59;No;Travel_Rarely;Research & Development;3;3;Life Sciences;3;Male;2;Research Scientist;4;Married;2177;3;No;3;1;7;6;1;0;0;0
226;37;No;Travel_Frequently;Sales;4;4;Marketing;1;Male;3;Sales Representative;4;Divorced;2793;4;No;3;3;13;2;9;8;5;8
227;29;No;Travel_Frequently;Sales;1;1;Medical;2;Female;3;Sales Executive;4;Married;7918;1;No;3;4;11;5;11;10;4;1
228;35;No;Travel_Frequently;Sales;1;3;Marketing;3;Female;3;Sales Executive;3;Single;8789;1;No;3;1;10;3;10;7;0;8
229;29;Yes;Travel_Rarely;Research & Development;18;1;Medical;3;Male;2;Research Scientist;4;Single;2389;1;Yes;3;3;4;3;4;3;0;1
230;52;No;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Female;2;Laboratory Technician;4;Single;3212;7;No;3;2;6;3;2;2;2;2
231;42;No;Travel_Rarely;Research & Development;4;2;Technical Degree;3;Male;3;Manager;4;Married;19232;1;No;3;4;22;3;22;17;11;15
232;59;No;Travel_Rarely;Human Resources;6;2;Medical;2;Male;3;Human Resources;3;Married;2267;8;No;3;4;7;2;2;2;2;2
233;50;No;Travel_Rarely;Sales;1;4;Medical;4;Female;3;Manager;4;Divorced;19517;3;No;3;3;32;3;7;0;0;6
234;33;Yes;Travel_Rarely;Research & Development;14;3;Medical;3;Male;3;Laboratory Technician;4;Married;2436;5;Yes;3;3;8;2;5;4;0;4
235;43;No;Travel_Rarely;Sales;16;3;Marketing;4;Female;3;Manager;4;Married;16064;5;Yes;4;3;22;3;17;13;1;9
236;33;Yes;Travel_Rarely;Research & Development;2;2;Life Sciences;1;Female;3;Laboratory Technician;1;Married;2707;7;No;4;1;13;3;9;7;1;7
237;52;No;Non-Travel;Sales;2;4;Life Sciences;1;Male;2;Manager;3;Single;19068;1;Yes;3;4;33;2;33;7;15;12
238;32;No;Travel_Rarely;Sales;4;2;Life Sciences;3;Female;3;Sales Representative;2;Married;3931;2;No;3;1;6;5;4;3;1;2
239;32;Yes;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Male;2;Laboratory Technician;3;Single;3730;0;Yes;3;4;4;2;3;2;1;2
240;39;No;Travel_Rarely;Research & Development;1;4;Medical;3;Female;3;Laboratory Technician;3;Divorced;2232;7;No;3;3;7;1;3;2;1;2
241;32;No;Non-Travel;Sales;26;4;Marketing;3;Male;3;Sales Executive;4;Married;4465;0;No;3;1;4;2;3;2;2;2
242;41;No;Travel_Rarely;Research & Development;19;2;Life Sciences;3;Male;3;Research Scientist;1;Divorced;3072;2;No;3;1;17;2;1;0;0;0
243;40;No;Travel_Rarely;Research & Development;24;2;Technical Degree;1;Male;3;Research Scientist;4;Divorced;3319;1;No;3;1;9;3;9;8;4;7
244;45;No;Travel_Rarely;Research & Development;1;3;Other;3;Male;4;Manager;4;Married;19202;0;No;3;3;25;2;24;0;1;7
245;31;No;Travel_Frequently;Research & Development;3;4;Medical;2;Male;3;Research Director;3;Divorced;13675;9;No;3;1;9;3;2;2;2;2
246;33;No;Travel_Rarely;Research & Development;5;4;Life Sciences;3;Female;2;Research Scientist;4;Married;2911;1;No;3;3;2;2;2;2;0;2
247;34;No;Travel_Rarely;Research & Development;2;4;Life Sciences;4;Male;2;Manufacturing Director;1;Married;5957;6;No;3;2;13;3;11;9;5;9
248;37;No;Travel_Rarely;Research & Development;1;2;Medical;3;Female;2;Research Scientist;1;Married;3920;2;No;3;1;17;2;3;1;0;2
249;45;No;Travel_Frequently;Research & Development;7;4;Life Sciences;1;Male;4;Manufacturing Director;3;Married;6434;4;No;3;4;9;1;3;2;0;2
250;37;Yes;Travel_Frequently;Research & Development;10;3;Medical;1;Male;3;Manufacturing Director;3;Divorced;10048;6;No;3;2;17;5;1;0;0;0
251;39;No;Travel_Frequently;Research & Development;2;4;Technical Degree;3;Female;3;Healthcare Representative;3;Single;10938;0;No;4;4;20;1;19;6;11;8
252;29;No;Travel_Rarely;Research & Development;15;3;Life Sciences;3;Male;3;Research Scientist;4;Single;2340;1;No;3;1;6;1;6;5;1;5
253;42;No;Travel_Rarely;Research & Development;17;2;Life Sciences;4;Female;4;Research Scientist;1;Single;6545;3;Yes;3;3;10;1;3;2;0;2
254;29;No;Travel_Rarely;Sales;20;2;Marketing;4;Male;3;Sales Executive;4;Divorced;6931;2;No;3;4;10;2;3;2;0;2
255;25;No;Travel_Rarely;Research & Development;1;3;Life Sciences;1;Female;3;Manufacturing Director;3;Married;4898;0;No;3;4;5;3;4;2;1;2
256;42;No;Travel_Rarely;Research & Development;2;3;Medical;4;Female;2;Laboratory Technician;1;Divorced;2593;0;Yes;3;3;10;4;9;6;7;8
257;40;No;Travel_Rarely;Research & Development;2;2;Medical;1;Male;3;Research Director;3;Divorced;19436;0;No;3;4;22;5;21;7;3;9
258;51;No;Travel_Rarely;Research & Development;1;3;Life Sciences;3;Male;3;Research Scientist;4;Married;2723;1;No;3;2;1;0;1;0;0;0
259;31;Yes;Travel_Frequently;Research & Development;29;2;Medical;3;Male;2;Laboratory Technician;2;Single;3479;0;No;3;2;6;2;5;4;1;4
260;32;No;Travel_Frequently;Research & Development;7;3;Life Sciences;2;Male;4;Laboratory Technician;2;Married;2794;1;No;4;3;5;3;5;1;0;3
261;38;No;Non-Travel;Sales;2;2;Life Sciences;4;Male;2;Sales Executive;4;Married;5249;3;No;3;4;13;0;8;7;7;5
262;32;No;Travel_Rarely;Research & Development;2;1;Technical Degree;4;Male;2;Laboratory Technician;1;Single;2176;4;No;3;4;9;5;6;2;0;4
263;46;No;Travel_Rarely;Sales;2;3;Technical Degree;3;Female;1;Manager;2;Married;16872;3;Yes;3;2;28;2;7;7;7;7
264;28;Yes;Travel_Rarely;Research & Development;2;4;Life Sciences;1;Male;3;Laboratory Technician;3;Single;3485;2;No;3;3;5;5;0;0;0;0
265;29;No;Travel_Rarely;Sales;2;3;Medical;1;Male;2;Sales Executive;2;Married;6644;2;No;3;2;10;2;0;0;0;0
266;31;No;Travel_Rarely;Research & Development;23;3;Medical;2;Male;2;Healthcare Representative;4;Married;5582;0;No;4;2;10;2;9;0;7;8
267;25;No;Non-Travel;Research & Development;5;2;Life Sciences;2;Male;4;Healthcare Representative;1;Divorced;4000;1;No;3;4;6;2;6;3;1;5
268;45;No;Travel_Rarely;Research & Development;20;2;Medical;3;Male;3;Healthcare Representative;4;Married;13496;0;Yes;3;2;21;2;20;7;4;10
269;36;No;Travel_Rarely;Research & Development;6;3;Life Sciences;4;Male;3;Laboratory Technician;4;Married;3210;0;No;3;3;16;4;15;13;10;11
270;55;No;Travel_Rarely;Research & Development;1;3;Medical;4;Male;3;Manager;1;Single;19045;0;Yes;3;3;37;2;36;10;4;13
271;47;Yes;Non-Travel;Research & Development;29;4;Life Sciences;1;Male;3;Manager;2;Married;11849;1;Yes;3;4;10;2;10;7;9;9
272;28;No;Travel_Rarely;Research & Development;9;3;Medical;4;Male;3;Research Scientist;4;Married;2070;1;No;4;4;5;3;5;2;0;4
273;37;No;Travel_Rarely;Sales;6;4;Medical;3;Male;3;Sales Executive;4;Married;6502;4;No;3;2;7;5;5;4;0;1
274;21;No;Travel_Rarely;Research & Development;3;2;Medical;4;Male;2;Research Scientist;3;Single;3230;1;No;3;1;3;4;3;2;1;0
275;37;No;Non-Travel;Research & Development;1;4;Medical;1;Female;3;Research Director;4;Divorced;13603;2;Yes;3;1;15;2;5;2;0;2
276;35;No;Travel_Rarely;Research & Development;22;3;Life Sciences;2;Female;4;Manager;2;Divorced;11996;7;No;3;2;10;6;7;7;6;2
277;38;No;Travel_Rarely;Sales;7;2;Medical;1;Female;4;Sales Executive;1;Divorced;5605;1;Yes;4;3;8;3;8;0;7;7
278;26;No;Travel_Frequently;Research & Development;1;3;Life Sciences;3;Female;3;Manufacturing Director;2;Divorced;6397;1;No;4;1;6;6;6;5;1;4
279;50;No;Travel_Rarely;Research & Development;4;1;Life Sciences;1;Male;3;Research Director;2;Divorced;19144;3;No;3;1;28;4;10;4;1;6
280;53;No;Travel_Rarely;Research & Development;3;4;Medical;3;Male;3;Research Director;3;Married;17584;3;Yes;3;4;21;5;5;3;1;3
281;42;No;Travel_Rarely;Sales;1;1;Life Sciences;2;Male;3;Sales Executive;3;Married;4907;1;No;4;3;20;3;20;16;11;6
282;29;No;Travel_Frequently;Sales;2;2;Life Sciences;2;Male;3;Sales Executive;4;Single;4554;1;No;3;1;10;3;10;7;0;9
283;55;No;Travel_Rarely;Research & Development;20;2;Technical Degree;2;Male;3;Laboratory Technician;4;Married;5415;3;Yes;3;4;12;4;10;7;0;8
284;26;No;Travel_Frequently;Research & Development;11;2;Medical;1;Male;3;Healthcare Representative;1;Married;4741;1;Yes;3;3;5;3;5;3;3;3
285;37;No;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Female;3;Research Scientist;4;Single;2115;1;No;3;2;17;3;17;12;5;7
286;44;Yes;Travel_Frequently;Research & Development;24;3;Life Sciences;4;Male;3;Laboratory Technician;3;Divorced;3161;3;Yes;4;4;19;0;1;0;0;0
287;38;No;Travel_Rarely;Research & Development;23;4;Life Sciences;4;Male;3;Healthcare Representative;4;Divorced;5745;9;No;3;2;10;2;2;2;1;2
288;26;Yes;Travel_Rarely;Research & Development;16;4;Medical;1;Male;3;Laboratory Technician;2;Divorced;2373;2;Yes;3;4;5;2;3;2;0;2
289;28;No;Travel_Rarely;Research & Development;8;2;Life Sciences;4;Female;3;Research Scientist;4;Single;3310;1;No;4;4;5;3;5;3;0;2
290;49;No;Travel_Frequently;Research & Development;10;4;Life Sciences;3;Female;3;Research Director;1;Single;18665;9;Yes;3;4;22;4;3;2;1;2
291;36;No;Travel_Rarely;Research & Development;3;3;Technical Degree;3;Male;3;Research Scientist;2;Single;4485;4;No;3;4;10;2;8;0;7;7
292;31;No;Travel_Frequently;Sales;5;3;Marketing;4;Female;3;Sales Representative;2;Divorced;2789;1;No;3;3;2;5;2;2;2;2
293;26;Yes;Travel_Rarely;Sales;4;4;Marketing;4;Male;2;Sales Executive;4;Single;5828;1;Yes;3;2;8;0;8;7;7;4
294;37;No;Travel_Frequently;Research & Development;9;3;Medical;2;Male;3;Research Scientist;4;Married;2326;1;Yes;3;3;4;3;4;2;1;2
295;42;No;Travel_Frequently;Sales;26;3;Marketing;3;Female;3;Sales Executive;2;Married;13525;5;No;3;4;23;2;20;4;4;8
296;18;Yes;Travel_Rarely;Research & Development;3;3;Life Sciences;3;Male;3;Laboratory Technician;3;Single;1420;1;No;3;3;0;2;0;0;0;0
297;35;No;Travel_Rarely;Sales;16;3;Marketing;3;Male;3;Sales Executive;2;Married;8020;0;No;3;3;12;3;11;9;6;9
298;36;No;Travel_Frequently;Research & Development;18;4;Life Sciences;3;Male;4;Laboratory Technician;4;Married;3688;4;No;3;4;4;2;1;0;0;0
299;51;No;Travel_Rarely;Research & Development;2;3;Medical;4;Male;1;Manufacturing Director;2;Divorced;5482;5;No;3;4;13;3;4;1;1;2
300;41;No;Travel_Rarely;Sales;2;4;Life Sciences;4;Male;3;Manager;2;Single;16015;1;No;3;2;22;2;22;10;0;4
301;18;No;Travel_Rarely;Sales;10;3;Medical;4;Female;2;Sales Representative;3;Single;1200;1;No;3;1;0;2;0;0;0;0
302;28;No;Travel_Rarely;Research & Development;16;2;Medical;2;Male;4;Healthcare Representative;1;Single;5661;0;No;3;3;9;2;8;3;0;7
303;31;No;Travel_Rarely;Sales;7;3;Technical Degree;2;Male;4;Sales Executive;4;Married;6929;4;No;3;2;10;3;8;7;7;7
304;39;No;Travel_Rarely;Research & Development;1;3;Medical;3;Male;4;Healthcare Representative;4;Divorced;9613;0;No;3;1;19;5;18;10;3;7
305;36;No;Non-Travel;Research & Development;24;4;Life Sciences;2;Female;3;Laboratory Technician;2;Married;5674;7;No;3;3;11;3;9;8;0;8
306;32;No;Travel_Rarely;Sales;7;3;Life Sciences;4;Male;2;Sales Executive;3;Married;5484;1;No;3;3;13;3;13;8;4;8
307;38;No;Travel_Rarely;Research & Development;25;2;Life Sciences;1;Female;2;Research Director;2;Married;12061;3;No;3;3;19;2;10;8;0;1
308;58;No;Non-Travel;Research & Development;1;4;Life Sciences;4;Male;1;Healthcare Representative;3;Divorced;5660;2;Yes;3;4;12;2;5;3;1;2
309;31;No;Travel_Rarely;Research & Development;5;4;Technical Degree;3;Male;3;Research Scientist;4;Married;4821;0;Yes;3;3;6;4;5;2;0;3
310;31;No;Travel_Rarely;Human Resources;2;3;Human Resources;1;Male;2;Human Resources;1;Married;6410;3;No;3;4;9;1;2;2;1;0
311;45;No;Travel_Frequently;Research & Development;7;3;Life Sciences;1;Male;3;Laboratory Technician;1;Divorced;5210;1;No;3;1;24;2;24;9;9;11
312;31;No;Travel_Rarely;Research & Development;2;4;Life Sciences;3;Male;3;Research Scientist;4;Divorced;2695;0;Yes;3;2;3;2;2;2;2;2
313;33;No;Travel_Frequently;Research & Development;5;4;Life Sciences;4;Female;3;Manager;2;Married;11878;6;No;3;2;12;2;10;6;8;8
314;39;No;Travel_Rarely;Research & Development;10;1;Medical;3;Male;3;Manager;1;Married;17068;1;Yes;3;4;21;3;21;9;11;10
315;43;No;Travel_Frequently;Research & Development;10;4;Life Sciences;3;Female;3;Laboratory Technician;4;Single;2455;0;No;3;1;9;5;8;7;1;7
316;49;No;Travel_Rarely;Research & Development;1;2;Technical Degree;3;Female;2;Healthcare Representative;3;Single;13964;7;Yes;3;4;25;2;7;1;0;7
317;52;Yes;Travel_Rarely;Research & Development;8;4;Medical;3;Male;2;Research Scientist;2;Married;4941;2;No;3;1;11;3;8;2;7;7
318;27;No;Travel_Rarely;Research & Development;5;3;Life Sciences;3;Female;3;Research Scientist;2;Single;2478;1;Yes;3;2;4;2;4;3;1;2
319;32;No;Travel_Rarely;Sales;8;2;Technical Degree;3;Female;2;Sales Executive;2;Married;5228;1;Yes;3;4;13;2;13;12;11;9
320;27;No;Travel_Rarely;Sales;2;3;Life Sciences;4;Male;3;Sales Executive;3;Single;4478;1;Yes;3;1;5;3;5;4;0;4
321;31;No;Travel_Rarely;Sales;7;3;Marketing;4;Male;3;Sales Executive;4;Divorced;7547;4;No;3;4;13;3;7;7;1;7
322;32;No;Travel_Rarely;Research & Development;2;4;Medical;1;Female;4;Research Scientist;4;Single;5055;7;No;3;3;10;0;7;7;0;7
323;28;Yes;Travel_Rarely;Research & Development;2;4;Medical;1;Male;1;Research Scientist;4;Married;3464;5;Yes;3;4;5;4;3;2;2;2
324;30;No;Travel_Rarely;Research & Development;28;2;Medical;4;Female;3;Research Scientist;4;Married;5775;1;No;3;4;11;2;10;8;1;9
325;31;No;Travel_Frequently;Research & Development;7;2;Life Sciences;3;Female;2;Manufacturing Director;3;Married;8943;1;No;4;1;10;2;10;9;8;9
326;39;No;Travel_Frequently;Research & Development;7;2;Medical;3;Male;2;Manager;4;Married;19272;1;No;3;1;21;2;21;9;13;3
327;39;Yes;Travel_Rarely;Sales;3;2;Medical;4;Female;3;Sales Executive;3;Married;5238;4;Yes;3;1;12;3;1;0;0;0
328;33;No;Travel_Frequently;Sales;10;3;Marketing;2;Male;2;Sales Executive;4;Single;4682;3;No;3;3;9;6;7;7;0;1
329;47;No;Travel_Rarely;Research & Development;5;5;Life Sciences;4;Male;3;Research Director;3;Married;18300;4;No;3;2;21;2;3;2;1;1
330;43;No;Travel_Frequently;Research & Development;10;4;Life Sciences;3;Female;2;Laboratory Technician;3;Divorced;5257;1;No;3;2;9;3;9;7;0;0
331;27;No;Non-Travel;Sales;1;1;Marketing;3;Male;3;Sales Executive;2;Married;6349;0;Yes;3;4;6;0;5;4;1;4
332;54;No;Travel_Frequently;Research & Development;20;4;Life Sciences;4;Female;3;Research Scientist;3;Single;4869;3;No;3;4;20;4;4;3;0;3
333;43;No;Travel_Rarely;Research & Development;7;3;Life Sciences;3;Female;3;Healthcare Representative;1;Married;9985;8;No;3;1;10;1;1;0;0;0
334;45;No;Travel_Rarely;Research & Development;8;4;Other;4;Male;3;Research Scientist;4;Married;3697;9;No;3;1;12;3;10;9;9;8
335;40;No;Travel_Rarely;Sales;1;2;Medical;2;Male;1;Sales Executive;4;Married;7457;2;Yes;4;3;6;2;4;3;0;2
336;29;Yes;Travel_Rarely;Research & Development;8;4;Other;2;Male;1;Laboratory Technician;1;Married;2119;1;Yes;3;4;7;4;7;7;0;7
337;29;No;Travel_Rarely;Research & Development;9;5;Other;2;Male;2;Laboratory Technician;4;Single;3983;0;No;3;3;4;2;3;2;2;2
338;30;No;Travel_Rarely;Sales;5;3;Marketing;4;Female;2;Sales Executive;3;Divorced;6118;1;No;3;3;10;2;10;9;1;2
339;27;No;Travel_Rarely;Sales;8;4;Marketing;2;Female;3;Sales Executive;2;Married;6214;1;No;3;1;8;3;8;7;0;7
340;37;No;Travel_Rarely;Research & Development;5;2;Medical;4;Male;3;Manufacturing Director;4;Divorced;6347;7;No;3;3;8;2;6;2;0;4
341;38;No;Travel_Rarely;Research & Development;15;2;Life Sciences;3;Male;2;Research Director;4;Divorced;11510;0;Yes;3;2;12;3;11;10;2;9
342;31;No;Travel_Rarely;Research & Development;7;4;Medical;3;Female;3;Manufacturing Director;4;Single;7143;1;Yes;3;3;11;2;11;9;4;10
343;29;No;Travel_Rarely;Sales;10;1;Marketing;4;Female;2;Sales Executive;2;Divorced;8268;1;Yes;3;1;7;2;7;7;1;7
344;35;No;Travel_Rarely;Research & Development;5;4;Technical Degree;3;Male;3;Manufacturing Director;2;Single;8095;0;No;3;4;17;5;16;6;0;13
345;23;No;Travel_Rarely;Research & Development;26;1;Life Sciences;3;Male;3;Research Scientist;4;Divorced;2904;1;No;3;3;4;2;4;2;0;2
346;41;No;Travel_Rarely;Research & Development;6;3;Medical;4;Male;2;Manufacturing Director;2;Single;6032;6;Yes;3;4;8;3;5;4;1;2
347;47;No;Travel_Frequently;Sales;4;1;Medical;2;Male;3;Sales Representative;3;Single;2976;3;No;3;1;5;3;0;0;0;0
348;42;No;Travel_Rarely;Research & Development;23;5;Life Sciences;1;Female;3;Research Director;4;Single;15992;2;No;3;2;16;2;1;0;0;0
349;29;No;Non-Travel;Sales;2;3;Life Sciences;4;Male;3;Sales Executive;3;Married;4649;1;No;3;1;4;3;4;3;0;2
350;42;No;Travel_Rarely;Human Resources;2;1;Technical Degree;3;Male;3;Human Resources;3;Divorced;2696;0;Yes;3;3;4;5;3;2;1;0
351;32;No;Travel_Rarely;Research & Development;2;3;Medical;3;Female;3;Laboratory Technician;2;Married;2370;1;No;3;3;8;4;8;0;0;7
352;48;No;Travel_Rarely;Sales;29;1;Medical;1;Female;3;Manager;3;Married;12504;3;No;4;2;15;3;0;0;0;0
353;37;No;Travel_Rarely;Research & Development;6;3;Medical;3;Male;4;Research Scientist;1;Divorced;5974;4;Yes;3;1;13;2;7;7;6;7
354;30;No;Non-Travel;Sales;25;2;Technical Degree;4;Female;3;Sales Executive;3;Married;4736;7;Yes;3;2;4;2;2;2;2;2
355;26;No;Travel_Rarely;Sales;1;3;Life Sciences;3;Male;3;Sales Executive;3;Married;5296;1;No;3;2;8;3;8;7;7;7
